,Nit No.,Title,Last Date,Published On
7729,5040,Tender for Spin Coater System,22-12-2014,08-12-2014
7730,4690,Purchase of Semiconductor Characterization System,11-09-2014,21-08-2014
7731,4373,"Supply, installation and integration of two (02) Biosafety hoods as a part of Equipment for teaching UG Biology Laboratory..Item No. 20",17-06-2014,19-05-2014
7732,4077,Refrigerator (4 degrees C),26-02-2014,12-02-2014
7733,3763,NIQ for the purchase of atomic force microscope (AFM) probes compatible with Brukerâ€™s Dimension ICON,18-11-2013,25-10-2013
7734,3439,GAS MASS FLOW METER FOR INTERNAL COMBUSTION ENGINES,01-08-2013,17-07-2013
7735,3063,ULTRASONIC PLASTIC WELDING MACHINE,25-03-2013,01-03-2013
7736,2815,Biolayer interferometry instrument,04-02-2013,17-01-2013
7737,2514,Sealed quotations for Rolling Thin Film (RTF) Oven,12-11-2012,30-10-2012
7738,2264,A R And M O Building in Academic area during the year 2012  2013. SH Repair renovation of stores of Sports Ground at IIT Delhi.,10-09-2012,05-09-2012
7739,1789,"(1) Renovation work in V/335 Lab. of CES Department in Academic Area at IIT Delhi. (2) Renovation of Concrete Mixer Lab. IV/112, Academic Area at IIT Delhi. S.H: - Civil work.",25-05-2012,14-05-2012
7740,1360,Erection of parapet facia at Block No. -I in Academic Area at IIT Delhi.,23-02-2012,15-02-2012
7741,935,Notice inviting quotations  for a Programmable Syringe Pump.,30-11-2011,16-11-2011
7742,580,"Sealed quotations are invited for 64 Nos. 65AH, 12Volt SMF Exide Batteries under buy back of 96 Nos. 12V, 42AH Exide Batteries",28-09-2011,13-09-2011
7743,13950,Pro Display XDR Nano Texture Glass with Pro Stand,27-01-2021,04-01-2021
7744,13700,"""Plasma Cleaner System (Table Top)""",21-08-2020,31-07-2020
7745,13202,Thermal Conductivity Measurement System,20-02-2020,29-01-2020
7746,12636,Replacement and AMC of Cooling Towers of Bharti AC Plant at IIT Delhi,18-11-2019,06-11-2019
7747,12012,"Tunable bandwidth and wavelength, telecom laser",01-08-2019,01-08-2019
7748,11170,Heat treatment furnaces with accessories,07-03-2019,14-02-2019
7749,10747,Pedestrian Evacuation with smoke dynamics Software,25-12-2018,04-12-2018
7750,10122,Fabrication of microchip in 180 nm Tower process for CMOS image sensor,27-08-2018,06-08-2018
7751,9502,LSDYna software,20-03-2018,06-03-2018
7752,9061,FLUORESCENCE FIBER OPTIC PROBE,30-11-2017,09-11-2017
7753,8575,Sound level meter with octave filter,23-08-2017,02-08-2017
7754,8153,Mastercam Educational Licenses,29-05-2017,15-05-2017
7755,7732,NIQ for Rate Contract for supply of Pre Printed Stationery items.,23-02-2017,09-02-2017
7756,7303,Helium Gas Pycnometer,15-12-2016,24-11-2016
7757,6910,Nafion-117 Membrane Supply,23-09-2016,15-09-2016
7758,6348,CORRIGENDUM - Name of work:- A/R & M/O Sanitation works during the year 2016-2017. Sub-Head:- Residual Insecticidal spray at IIT Delhi.,08-04-2016,05-04-2016
7759,6037,N/W..A.R.and.M.O. E.I. and fans in Hostel Area i/c street light arrangement at IIT Delhi. SH..Replacement of wornout single/three phase MCB distribution boards in various locations and P/F LED security light fitting in Ladies Club in FG House.,17-12-2015,14-12-2015
7760,5665,Universal Testing Machine (UTM),10-08-2015,21-07-2015
7761,5318,Three plasma based systems (NIT ID. 5318 is treated as cancelled please refer to NIT ID. 5321),19-03-2015,23-02-2015
7762,5027,PURCHASE OF LAB VIEW SOFTWARE LICENSES,22-12-2014,04-12-2014
7763,4691,Wafer Probe Station,11-09-2014,21-08-2014
7764,4374,"Supply, installation and integration of two (02) Centrifuges (Bench top) as a part of Equipment for teaching UG Biology Laboratory ..Item No. 21",17-06-2014,19-05-2014
7765,4083,Corrigendum to NIQ.Freezer (-20 degrees C),26-02-2014,12-02-2014
7766,3803,CORRIGENDUM..N/W . A.R. and M.O. E.I. and fans in hostel area i/c street light arrangement at IIT Delhi. SH.. Replacement of burnt out street light pole boxes with Syntex make SMC boxes in Vishwakarma Bhawan.,18-11-2013,13-11-2013
7767,3420,Notice Inviting Quotations for Rheometer,31-07-2013,11-07-2013
7768,3110,Low Temperature Crystal Handling Facility,25-03-2013,13-03-2013
7769,2818,floor model high speed refrigerated centrifuge,04-02-2013,17-01-2013
7770,2539,3D Time of Flight Camera for Range Finding,12-11-2012,06-11-2012
7771,2232,"Dry Cleaning, Washing and Pressing of Gowns and Hoods",07-09-2012,31-08-2012
7772,1758,NIQ for Welding Consumables,24-05-2012,04-05-2012
7773,1328,NIQ FOR Micro Injection Molding Machine.,22-02-2012,08-02-2012
7774,936,Notice inviting quotations for a  Tungsten Halogen White Light Source,30-11-2011,16-11-2011
7775,628,CORRIGENDUM Reference: This Office NIQ No. IITD/DW/23(C)/EE (C-I)/2011/1696 Dated: 15.09.2011.  A.R. & M.O. Public Health service at IIT Delhi during the year 2011-12.,28-09-2011,22-09-2011
7776,13952,Ultrasound pulser-receiver and multiplexer,27-01-2021,05-01-2021
7777,13701,"""IQ Electro-Optic converter""",21-08-2020,31-07-2020
7778,13213,Solar Simulator with Quantum Efficiency,20-02-2020,30-01-2020
7779,12700,Providing & fixing Security lights at Satpura Hostel in west campus at IIT Delhi.,18-11-2019,11-11-2019
7780,11879,High energy pulsed Nd:YAG  laser,01-08-2019,04-07-2019
7781,11217,Advisement to be published in Education Times and The Hindu (EDGE) for Admission Purpose,07-03-2019,22-02-2019
7782,10789,Expression of Interest (EOI) from Indian interested parties who can provide Automatic Chapati Making Machine (Rolling Type) for the messes of IITD Hostels,24-12-2018,17-12-2018
7783,10126,3D Printer,24-08-2018,07-08-2018
7784,9483,N/W-Replacement of defective/obsolete 11KV OCB type HT Panels with 11KV VCB type HT Panels in M.S.Building Sub-Station at IIT Delhi.,19-03-2018,01-03-2018
7785,9057,3-Port Glove box,29-11-2017,08-11-2017
7786,8606,COD Digester and Colorimeter,23-08-2017,09-08-2017
7787,8174,Replacement of old switch type (Industrial Type) Panel Board with new Cubical Type Panel Board of Kailash Hostel in East Campus at IIT Delhi.,29-05-2017,18-05-2017
7788,7734,Requirement of Material for Central civil Store at IIT Delhi.                     (C.P. Fittings),23-02-2017,10-02-2017
7789,7360,A/R & M/O Buildings in Academic Area at IIT Delhi. Sub Head:- Construction of temporary canopy outside of MS building (Both side) in Academic Area at in Academic Area at IIT Delhi.,15-12-2016,07-12-2016
7790,6866,Gas Mixing chamber with four probes,23-09-2016,02-09-2016
7791,6313,Thermal Evaporator System,08-04-2016,18-03-2016
7792,5995,Purchase of EDS accessory for existing Hitachi make tabletop scanning electron microscope TM3000,16-12-2015,26-11-2015
7793,5664,2D Electrophoresis Sytem,10-08-2015,20-07-2015
7794,5368,CORRIGENDUM..Repairing and servicing 120 TR cooling Towers in M.S. Building.,19-03-2015,16-03-2015
7795,5073,NOW.. A/R and M/O Building in Academic Area at IIT Delhi. Sub Head..Job works of up keeping (Civil Maintenance) in Academic Area at IIT Delhi.,22-12-2014,16-12-2014
7796,4692,Library Book Stacks (Racks),11-09-2014,21-08-2014
7797,4375,"Supply, installation and integration of two (02) Water Circulatory Systems as a part of Equipment for teaching UG Biology Laboratory ..Item No. 22",17-06-2014,19-05-2014
7798,4056,Liquid Crystal Polarizing Elements,25-02-2014,07-02-2014
7799,3779,Procurement of Elastohydrodynamic Lubrication (EHL) Test Rig,15-11-2013,01-11-2013
7800,3440,Purchase of Electro-Hydraulics Training system,31-07-2013,18-07-2013
7801,3028,Procurement of water coolers with in-built purifier at IIT Delhi.,25-03-2013,26-02-2013
7802,2821,BENCH TOP ULTRACENTRIFUGE INSTRUMENT,04-02-2013,17-01-2013
7803,2541,Purchase of Ultrasonic Distance Sensors,12-11-2012,06-11-2012
7804,2192,Stackable Chairs and Tables for the Exhibition Hall,07-09-2012,23-08-2012
7805,1759,NIQ-Welding Pipe Positionar and Rotator,24-05-2012,04-05-2012
7806,1381,Name of Work: A.R. & M.O. E.I. Sub-Station at IIT Delhi.  Sub-Head: Providing and laying of HDPE Pipe for protection of existing HT cable at IIT Delhi.,22-02-2012,17-02-2012
7807,941,NIQ FOR power quality analyzer/meter (hand-held with battery),30-11-2011,16-11-2011
7808,629,CORRIGENDUM Reference: This Office NIQ  No. IITD/DW/23(C)/EE (C-I)/2011/3295 Dated:  19.09.2011.  A.R. & M.O. Building in Hostel area (West Campus) at IIT Delhi during the year 2011 -12.,28-09-2011,22-09-2011
7809,13971,B-Check Servicing of 2 x 400 KVA DG set of NRF at IIT Delhi,27-01-2021,19-01-2021
7810,13703,Driver for IQ Electro-Optic converter ( QTY-2),21-08-2020,31-07-2020
7811,13214,Digital High Speed Camera,20-02-2020,30-01-2020
7812,12573,Optical Power Meter,15-11-2019,25-10-2019
7813,11900,Test Bench Dry Box,31-07-2019,10-07-2019
7814,11121,"Storage Server (20TB Usable Space, Hybrid NAS with Replication)",06-03-2019,06-02-2019
7815,10809,"N/W :- A.R. & M.O. Sub -Station at IIT Delhi. SH: Repairing of rolling shutters in Civil Engg., Hospital and Main Sub-Stations.",24-12-2018,20-12-2018
7816,10140,Eddy Current dynamometer for automotive diesel engine,24-08-2018,10-08-2018
7817,9493,"Workstation (32 virtual core, 3.7 GHz, 128 GB RAM, 12 TB Storage)",19-03-2018,05-03-2018
7818,9098,N/W - Providing duplicate 11KV HT power supply source from Main Sub-Station to Girnar Sub-Station and LHC Building Sub-Station at IIT Delhi.,29-11-2017,17-11-2017
7819,8607,"Purchase of IPC, Servo Motors with Drive and Software License for CNC Development.",23-08-2017,09-08-2017
7820,8176,Name of work:  A/R & M/O Buildings in Academic Area at IIT Delhi.  Sub-Head :- Providing and Laying APP (Atactic Polypropylene Polymer) modified prefabricated five layer 3mm thick water proofing membrane in SIT Building in Academic Area at IIT Delhi.,29-05-2017,18-05-2017
7821,7735,"HT Joint KIT, End Termination KIT, HT Insulation Tape, M-Seal and LED Tube",23-02-2017,10-02-2017
7822,7361,A/R & M/O Buildings in Academic Area at IIT Delhi. Sub Head:- Minor renovation work in room no. 207-A17 for creating new room for Dean (Alumni) in Dean Complex in Academic Area at IIT Delhi.,15-12-2016,07-12-2016
7823,6867,Supply and Installation of RFID Smart Card Based Visitor Management System,23-09-2016,02-09-2016
7824,6311,Class 100 Full stainless steel Laminar Flow bench,08-04-2016,18-03-2016
7825,5996,Purchase of Accessories and optical components for ultrafast laser systems,16-12-2015,26-11-2015
7826,5682,"N/W :- A.R.& M.0. E.I. & fans in Hostel area i/c street light arrangement at IIT Delhi. SH :- Operation, routine maintenance and rescue operation of passengers, when trapped in 27 Nos. lifts installed at various buildings in Hostel Area.",10-08-2015,29-07-2015
7827,5295,E-beam Evaporator System,18-03-2015,19-02-2015
7828,5034,CORRIGENDUM..Agreement for (i) Supply and Maintenance of Liquid Nitrogen (LN2) storage tank of 1kL capacity and Periodic purchase and filling of LN2,19-12-2014,05-12-2014
7829,4727,Name of work..A.R. and M.O Building in Hostel area (West Campus) during the year 2014.15 at IIT Delhi. Sub Head...Cleaning of water storage tank (i.e. PVC and RCC water tank) in west campus at IIT Delhi.,10-09-2014,01-09-2014
7830,4376,"Supply, installation and integration of one (01) Nano Drop Spectrometer as a part of Equipment for teaching UG Biology Laboratory ..Item No. 23",17-06-2014,19-05-2014
7831,4061,Procurement of shower enclosures for Main Guest House.,25-02-2014,07-02-2014
7832,3762,Process Control Trainer with PID Unit and Function Generator,15-11-2013,25-10-2013
7833,3441,Purchase of Embedded Electronic Kits,31-07-2013,18-07-2013
7834,3061,Supply of High Frequency X-ray machine for radiography on buy-back basis alongwith computed radiography (CR) system,25-03-2013,01-03-2013
7835,2860,"A.R. and M.O. of Fire Fighting Equipments at IIT Delhi. S. H. B Check for 02 Nos. and over hauling for 02 Nos. Diesel Engines for fire pump installed at Vishwakarma Bhawan, Himadri Hostel and Taxila and Vaishali Apartment Bharti School.",04-02-2013,23-01-2013
7836,2491,"Four Macbook Air for DBEB, IIT Delhi",12-11-2012,23-10-2012
7837,2202,Purchase of 4 Dot Matrix Printers,06-09-2012,24-08-2012
7838,1774,Gas Chromatography,24-05-2012,10-05-2012
7839,1293,NIQ FOR Purchase of vibration free-optical tables.,21-02-2012,31-01-2012
7840,942,NIQ FOR RHEOMETER.,30-11-2011,16-11-2011
7841,526,NIQ FOR Multiwave Length Absorbance Reader,27-09-2011,05-09-2011
7842,13973,Name of work - Making of cubicles for seating of technical staff in LHC-302 (Lab of physics deptt.) in Academic Area at IIT Delhi.,27-01-2021,20-01-2021
7843,13704,"""HPC CPU/GPU NODES"" (Please treat this as cancelled)",21-08-2020,31-07-2020
7844,13215,DSAtools Educational suite (software),20-02-2020,30-01-2020
7845,12597,Replacement of old switch type electrical panel board with new cubical type feeder pillar of biomedical engineering in block II in academic area at IIT Delhi.,15-11-2019,31-10-2019
7846,11901,Three stage filament drawing machine,31-07-2019,10-07-2019
7847,11123,"1 Xeon Phi server (Server-1), 1 GPU server (see Server-2), 3 regular Xeon servers (Server-3).",06-03-2019,06-02-2019
7848,10788,AR and MO DG Sets and central AC plant at IITD Sub Head Comprehensive maintenance of real time fuel monitoring system in DG Sets at IIT Delhi,21-12-2018,17-12-2018
7849,10083,Surface Photovoltage measurement system for Semiconductor Electronics,22-08-2018,23-07-2018
7850,9495,"Portable biogas analyser for measurement of CH4, CO2, H2S and  O2 in biogas at biogas plant sites",19-03-2018,05-03-2018
7851,9103,A.R and M.O E.I and fans in Hostel area i/c street light arrangement at IIT Delhi. Sub Head- Minor addition and alteration in E.I beyond the scope of regular maintenance in Hostel Area at IIT Delhi.,29-11-2017,20-11-2017
7852,8608,Sub-Head 1- Job work for Repair/ Maintenance work in Toilets in Academic Area at IIT Delhi.  Sub Head 2:- Job work for Repair/ Maintenance work for fitness of different houses in Residential Area (East Campus) at IIT Delhi.,23-08-2017,09-08-2017
7853,8157,Spin coating unit,26-05-2017,16-05-2017
7854,7756,Rotary Non-Contact Type Torque Sensor with rotational speed measurement,23-02-2017,15-02-2017
7855,7375,N/W :- A.R. & M.O. Sub -Station at IIT Delhi. SH:- Providing and laying APP water proofing membrane over roof of HT panel Rooms and Transformer Rooms in Girnar Hostel and Main Sub-Station.,15-12-2016,09-12-2016
7856,6857,Purchase of Spin Coater,22-09-2016,01-09-2016
7857,6308,Polypropylene class 100 laminar flow fume hood,07-04-2016,17-03-2016
7858,6033,"N/W..A.R ans M.O E.I and fans i/c street light arrangements in residential area at IIT Delhi. SH .. Replacement of damaged street light cable near IV.2/A.6,near II.24 and pump room to security booth in east campus at IIT Delhi.",16-12-2015,11-12-2015
7859,5702,"N/W..A.R.and.M.O. E.I. and fans in Hostel Area i/c street light arrangement at IIT Delhi. SH.. Replacement of damaged/ burnt out light and power circuit wiring at Satpura Hostel Mess, Jwala Hostel Pump No.16, Nalanda and Vikramshila Basement.",10-08-2015,06-08-2015
7860,5344,Fermentor,18-03-2015,04-03-2015
7861,5037,Optical Components,19-12-2014,05-12-2014
7862,4746,Name of Work.. Balance miscellaneous electrical works in 9 houses (House No. 30 to 38) of A 2 Block in east campus at IIT Delhi.,10-09-2014,05-09-2014
7863,4360,"Supply, installation and integration of one (01) ELISA plate reader as a part of Equipment for teaching UG Biology Laboratory...Item No. 09",17-06-2014,16-05-2014
7864,4073,Supplying of Beetel B 70 Push Button Telephone Instrument,25-02-2014,11-02-2014
7865,3771,Data Collection through Survey at Coimbatore,15-11-2013,29-10-2013
7866,3405,100 DESKTOP COMPUTERS IN CSC LABS,30-07-2013,04-07-2013
7867,3109,Upgradation of existing 10 Licenses of SPSS v17.0 to latest Version of SPSS Software,25-03-2013,13-03-2013
7868,2802,Torsional/Rotational Laser Vibrometer,04-02-2013,11-01-2013
7869,2489,High resolution monochrome CCD camera,12-11-2012,23-10-2012
7870,2213,A.R. and M.O. E.I. and fans in academic area I c street light arrangement at IIT Delhi. Sub Head: Replacement of burnt out armoured cable near Main Board Block No. I  123 in Bio Chemical Engg. Deptt. at IIT Delhi,06-09-2012,29-08-2012
7871,1810,Providing and fixing E.I. in renovated IIT creche in east campus at IIT Delhi. SH:- Electrical Work,24-05-2012,18-05-2012
7872,1294,NIQ FOR Purchase of Fiber optic components.,21-02-2012,31-01-2012
7873,943,CORRIGENDUM Reference No: NIL  NIQ FOR Dipstick Road Profiler.,30-11-2011,17-11-2011
7874,549,NIQ FOR Blade Server & OS,27-09-2011,07-09-2011
7875,13986,"AR and MO. Central AC Plants, Package units, Constant Temp. Cold room, Refrigerator and water cooler at IIT Delhi.",27-01-2021,25-01-2021
7876,13705,"""HPC CPU/GPU NODES"" (Please treat this as cancelled)",21-08-2020,31-07-2020
